guid,label
12781,positive
12783,positive
12784,positive
12789,positive
12791,positive
12792,neutral
12793,positive
12794,positive
12796,neutral
12798,positive
12799,neutral
12800,positive
12801,positive
12802,positive
12805,neutral
12806,neutral
12808,neutral
12809,neutral
12811,neutral
12813,positive
12814,positive
12815,positive
12816,positive
12817,neutral
12818,neutral
12820,positive
12821,neutral
12822,positive
12823,positive
12824,positive
12825,positive
12826,positive
12828,positive
12829,positive
12830,neutral
12831,positive
12832,positive
12833,positive
12834,positive
12836,positive
12838,positive
12839,neutral
12842,neutral
12844,positive
12847,neutral
12848,positive
12850,positive
12852,neutral
12854,neutral
12855,positive
12856,positive
12858,positive
12859,negative
12860,positive
12861,positive
12862,neutral
12863,negative
12865,positive
12866,neutral
12870,positive
12871,positive
12872,neutral
12874,neutral
12875,positive
12876,positive
12877,neutral
12879,negative
12880,neutral
12881,positive
12882,positive
12883,positive
12885,positive
12886,neutral
12887,positive
12889,positive
12892,neutral
12893,neutral
12894,neutral
12895,neutral
12896,neutral
12897,neutral
12898,neutral
12899,positive
12900,positive
12901,positive
12902,neutral
12903,positive
12906,negative
12907,positive
12908,positive
12909,neutral
12910,positive
12911,positive
12912,negative
12913,positive
12915,positive
12916,neutral
12921,neutral
12922,positive
12923,negative
12925,positive
12926,positive
12927,positive
12928,positive
12929,neutral
12931,negative
12932,neutral
12935,neutral
12937,neutral
12939,positive
12940,positive
12941,positive
12942,positive
12943,positive
12944,positive
12946,neutral
12947,positive
12949,positive
12950,neutral
12951,positive
12952,positive
12953,neutral
12954,positive
12956,neutral
12957,neutral
12958,negative
12960,neutral
12963,positive
12964,positive
12966,neutral
12968,neutral
12971,neutral
12972,neutral
12973,neutral
12974,neutral
12975,neutral
12976,positive
12977,neutral
12978,neutral
12983,positive
12984,positive
12987,neutral
12988,neutral
12989,neutral
12991,neutral
12992,neutral
12993,positive
12994,positive
12995,neutral
12996,positive
12997,positive
13001,neutral
13002,negative
13003,positive
13004,neutral
13005,neutral
13006,positive
13007,neutral
13009,positive
13010,negative
13011,positive
13012,neutral
13013,neutral
13014,positive
13015,neutral
13018,neutral
13019,positive
13020,positive
13021,neutral
13023,neutral
13024,positive
13025,positive
13026,neutral
13027,neutral
13029,positive
13030,positive
13032,positive
13035,neutral
13036,positive
13037,neutral
13038,neutral
13039,neutral
13040,positive
13041,positive
13042,neutral
13043,neutral
13044,neutral
13046,positive
13048,negative
13049,positive
13051,positive
13053,positive
13055,positive
13056,positive
13057,positive
13060,positive
13061,negative
13063,positive
13064,positive
13065,positive
13066,neutral
13067,positive
13068,neutral
13069,positive
13071,neutral
13072,positive
13075,neutral
13077,neutral
13079,positive
13081,positive
13084,neutral
13085,positive
13086,neutral
13087,positive
13088,positive
13091,neutral
13092,neutral
13093,positive
13094,neutral
13095,positive
13096,positive
13097,positive
13099,neutral
13100,neutral
13101,negative
13104,neutral
13105,positive
13106,neutral
13107,neutral
13109,neutral
13110,neutral
13111,positive
13112,neutral
13113,positive
13114,positive
13117,positive
13118,neutral
13119,neutral
13120,neutral
13122,neutral
13123,negative
13124,positive
13125,positive
13126,positive
13127,neutral
13129,neutral
13130,positive
13131,positive
13132,positive
13133,neutral
13136,positive
13137,positive
13138,neutral
13139,positive
13140,positive
13141,negative
13142,positive
13143,positive
13144,positive
13145,negative
13146,positive
13147,positive
13148,positive
13150,neutral
13151,positive
13153,positive
13154,neutral
13155,neutral
13156,positive
13157,positive
13158,positive
13159,positive
13162,positive
13164,positive
13165,positive
13169,positive
13171,neutral
13172,negative
13173,positive
13174,neutral
13177,neutral
13178,negative
13180,neutral
13182,neutral
13183,positive
13184,positive
13185,positive
13187,positive
13188,neutral
13189,neutral
13191,neutral
13192,positive
13193,negative
13194,neutral
13195,positive
13196,neutral
13198,neutral
13200,positive
13201,neutral
13203,neutral
13205,neutral
13206,neutral
13208,positive
13209,neutral
13211,positive
13212,neutral
13213,positive
13214,positive
13215,neutral
13216,positive
13217,positive
13218,positive
13220,negative
13221,neutral
13222,neutral
13223,neutral
13225,positive
13226,negative
13227,positive
13231,neutral
13232,positive
13233,positive
13234,positive
13235,positive
13236,neutral
13237,positive
13238,negative
13239,neutral
13241,neutral
13244,positive
13246,positive
13248,positive
13249,positive
13250,positive
13251,positive
13252,neutral
13253,negative
13254,neutral
13255,positive
13256,positive
13257,neutral
13262,positive
13266,neutral
13267,neutral
13268,positive
13269,neutral
13272,neutral
13273,neutral
13275,neutral
13276,neutral
13280,positive
13281,neutral
13282,positive
13283,positive
13284,positive
13285,neutral
13286,positive
13287,neutral
13288,neutral
13290,positive
13291,neutral
13292,negative
13293,positive
13294,positive
13295,positive
13298,neutral
13300,positive
13301,positive
13302,neutral
13303,positive
13304,positive
13307,positive
13308,positive
13309,positive
13311,positive
13312,neutral
13314,negative
13315,positive
13317,positive
13318,positive
13319,neutral
13321,positive
13322,neutral
13323,positive
13326,positive
13327,positive
13331,positive
13332,neutral
13333,negative
13335,positive
13336,positive
13339,neutral
13340,negative
13344,positive
13345,positive
13346,positive
13347,positive
13349,positive
13350,positive
13351,positive
13352,positive
13354,positive
13355,positive
13356,negative
13357,positive
13358,positive
13359,positive
13360,positive
13361,positive
13362,positive
13363,neutral
13364,neutral
13366,positive
13367,positive
13368,positive
13371,positive
13372,neutral
13373,negative
13374,positive
13375,positive
13377,positive
13378,positive
13379,positive
13382,neutral
13383,positive
13384,positive
13385,positive
13386,neutral
13388,positive
13390,positive
13392,neutral
13393,positive
13395,positive
13396,positive
13400,positive
13402,positive
13403,positive
13404,neutral
13405,positive
13408,positive
13409,positive
13410,positive
13411,positive
13412,positive
13413,neutral
13414,positive
13416,positive
13417,neutral
13418,positive
13421,negative
13422,neutral
13423,negative
13424,positive
13425,positive
13426,positive
13427,positive
13430,neutral
13431,positive
13434,positive
13436,positive
13437,positive
13438,neutral
13440,negative
13441,positive
13443,positive
13444,positive
13445,positive
13446,neutral
13448,neutral
13450,positive
13451,neutral
13453,neutral
13455,positive
13456,positive
13457,negative
13459,neutral
13462,positive
13463,neutral
13465,neutral
13466,positive
13467,positive
13468,positive
13469,positive
13470,neutral
13472,positive
13475,positive
13479,negative
13480,positive
13481,neutral
13483,positive
13484,positive
13485,negative
13486,positive
13487,positive
13488,positive
13489,positive
13490,negative
13493,positive
13494,positive
13495,neutral
13496,neutral
13497,positive
13498,positive
13499,neutral
13501,positive
13502,positive
13504,positive
13505,neutral
13508,neutral
13511,positive
13512,positive
13513,positive
13514,positive
13515,positive
13516,neutral
13519,positive
13520,positive
13521,positive
13522,positive
13523,neutral
13524,neutral
13527,positive
13528,neutral
13530,positive
13531,neutral
13532,neutral
13533,positive
13534,neutral
13535,neutral
13536,positive
13537,neutral
13539,positive
13543,positive
13544,positive
13545,positive
13547,positive
13548,positive
13549,positive
13550,positive
13551,neutral
13553,neutral
13554,positive
13556,positive
13557,positive
13558,positive
13562,neutral
13563,positive
13565,positive
13566,positive
13567,positive
13569,positive
13570,neutral
13571,positive
13572,positive
13573,negative
13574,neutral
13576,positive
13580,neutral
13582,positive
13583,neutral
13585,positive
13586,positive
13588,neutral
13589,neutral
13591,positive
13592,positive
13593,positive
13594,positive
13596,positive
13597,neutral
13598,neutral
13599,positive
13600,positive
13601,neutral
13602,neutral
13603,neutral
13604,neutral
13605,positive
13608,positive
13610,positive
13613,positive
13615,neutral
13616,neutral
13617,positive
13619,neutral
13621,negative
13622,neutral
13623,neutral
13625,positive
13626,neutral
13627,positive
13630,neutral
13633,neutral
13634,positive
13635,positive
13636,neutral
13637,negative
13639,positive
13640,positive
13642,positive
13645,positive
13646,neutral
13647,positive
13648,neutral
13650,positive
13653,negative
13655,neutral
13656,positive
13657,positive
13659,positive
13660,negative
13661,neutral
13662,neutral
13663,positive
13664,neutral
13665,positive
13666,neutral
13667,positive
13668,neutral
13670,positive
13672,neutral
13673,positive
13674,positive
13675,positive
13676,positive
13677,positive
13678,neutral
13680,positive
13681,positive
13682,positive
13683,positive
13686,positive
13687,positive
13688,positive
13691,neutral
13692,negative
13694,positive
13696,positive
13698,positive
13699,positive
13700,neutral
13703,positive
13707,positive
13708,neutral
13709,neutral
13710,neutral
13711,negative
13712,positive
13713,neutral
13714,positive
13717,positive
13718,positive
13721,positive
13723,positive
13724,positive
13725,positive
13728,positive
13729,negative
13730,neutral
13731,positive
13732,neutral
13733,positive
13734,positive
13735,positive
13738,positive
13739,neutral
13740,positive
13741,positive
13742,positive
13743,positive
13744,positive
13745,positive
13747,neutral
13748,positive
13749,positive
13750,positive
13751,neutral
13752,positive
13754,neutral
13756,neutral
13758,positive
13760,positive
13762,neutral
13763,positive
13764,positive
13767,positive
13768,positive
13769,positive
13772,positive
13773,negative
13774,neutral
13775,positive
13777,neutral
13778,positive
13781,positive
13783,positive
13784,positive
13785,positive
13786,neutral
13787,positive
13788,positive
13790,positive
13791,neutral
13792,positive
13794,neutral
13795,positive
13796,neutral
13798,positive
13799,positive
13800,neutral
13801,negative
13802,negative
13803,neutral
13804,positive
13805,positive
13806,positive
13807,neutral
13809,positive
13810,positive
13811,positive
13813,neutral
13814,positive
13817,neutral
13823,positive
13824,neutral
13825,negative
13826,positive
13828,positive
13829,positive
13831,neutral
13832,positive
13833,positive
13834,negative
13835,positive
13836,neutral
13837,positive
13838,negative
13839,positive
13840,neutral
13841,negative
13842,positive
13843,positive
13844,positive
13849,neutral
13851,positive
13852,positive
13853,positive
13854,positive
13855,positive
13856,neutral
13857,positive
13859,positive
13860,positive
13861,positive
13862,neutral
13863,neutral
13865,positive
13866,positive
13867,positive
13868,neutral
13869,negative
13871,positive
13874,neutral
13875,negative
13878,positive
13879,neutral
13880,positive
13883,positive
13884,neutral
13885,positive
13887,negative
13888,neutral
13889,positive
13891,positive
13893,positive
13895,positive
13897,positive
13898,positive
13899,positive
13900,neutral
13901,neutral
13902,positive
13904,positive
13905,positive
13906,positive
13907,positive
13908,positive
13909,positive
13910,positive
13911,neutral
13912,neutral
13914,positive
13915,positive
13916,positive
13917,neutral
13918,positive
13919,positive
13922,positive
13923,neutral
13926,positive
13928,positive
13929,positive
13932,positive
13933,neutral
13934,positive
13935,neutral
13936,positive
13937,positive
13938,neutral
13939,positive
13940,positive
13941,neutral
13942,positive
13943,neutral
13944,positive
13945,negative
13948,positive
13950,neutral
13951,neutral
13952,negative
13953,positive
13955,positive
13956,positive
13957,positive
13958,positive
13959,neutral
13960,positive
13961,neutral
13962,neutral
13963,positive
13964,positive
13966,positive
13967,neutral
13968,neutral
13969,positive
13970,neutral
13971,positive
13972,negative
13974,positive
13975,positive
13977,positive
13978,positive
13980,positive
13982,neutral
13983,positive
13984,positive
13985,positive
13986,positive
13987,positive
13988,positive
13991,positive
13994,positive
13997,positive
13998,positive
13999,positive
14001,neutral
14003,positive
14004,positive
14006,positive
14007,positive
14008,positive
14013,positive
14016,positive
14017,positive
14018,positive
14019,positive
14020,neutral
14021,neutral
14022,positive
14027,neutral
14028,positive
14029,positive
14030,neutral
14031,positive
14032,neutral
14033,positive
14034,neutral
14035,neutral
14042,positive
14043,positive
14044,positive
14045,positive
14046,positive
14047,negative
14048,positive
14049,neutral
14051,positive
14054,positive
14055,positive
14056,neutral
14057,positive
14058,positive
14059,positive
14060,positive
14061,positive
14063,positive
14064,positive
14065,positive
14066,positive
14070,positive
14071,neutral
14074,positive
14075,positive
14076,positive
14077,positive
14078,positive
14080,positive
14081,positive
14082,negative
14084,positive
14085,positive
14087,positive
14088,positive
14090,neutral
14091,positive
14093,positive
14094,positive
14096,neutral
14097,positive
14099,positive
14100,neutral
14101,positive
14102,positive
14103,neutral
14104,positive
14105,positive
14107,positive
14109,positive
14111,positive
14112,positive
14113,positive
14116,positive
14118,positive
14120,positive
14121,positive
14122,positive
14123,positive
14124,positive
14125,neutral
14126,positive
14128,neutral
14129,positive
14130,neutral
14131,positive
14132,negative
14133,positive
14134,positive
14135,positive
14136,positive
14138,positive
14139,neutral
14140,neutral
14141,neutral
14143,neutral
14144,neutral
14145,neutral
14146,neutral
14147,positive
14148,positive
14149,positive
14150,positive
14151,positive
14152,positive
14153,neutral
14155,positive
14156,positive
14157,neutral
14158,positive
14160,positive
14161,neutral
14162,positive
14165,positive
14166,neutral
14169,positive
14170,positive
14171,positive
14172,positive
14174,neutral
14175,neutral
14176,neutral
14177,positive
14182,neutral
14183,neutral
14184,positive
14186,positive
14187,negative
14189,positive
14191,positive
14192,negative
14193,neutral
14194,positive
14195,neutral
14198,neutral
14199,neutral
14200,positive
14201,positive
14202,positive
14204,neutral
14205,positive
14206,neutral
14207,negative
14208,neutral
14210,positive
14211,positive
14212,positive
14214,positive
14215,positive
14216,positive
14217,positive
14218,neutral
14219,neutral
14220,neutral
14221,neutral
14222,neutral
14223,positive
14225,positive
14226,positive
14227,positive
14230,positive
14231,positive
14233,negative
14234,negative
14235,neutral
14237,negative
14238,positive
14239,positive
14240,neutral
14242,positive
14243,negative
14246,positive
14247,positive
14248,positive
14251,neutral
14253,positive
14254,positive
14255,positive
14256,positive
14258,neutral
14259,positive
14261,negative
14262,positive
14264,neutral
14265,neutral
14266,positive
14267,positive
14269,positive
14271,neutral
14272,positive
14273,neutral
14274,positive
14275,negative
14277,neutral
14278,positive
14280,positive
14281,positive
14282,positive
14285,positive
14286,positive
14287,positive
14290,positive
14292,positive
14293,positive
14294,neutral
14295,neutral
14296,positive
14297,positive
14298,positive
14299,positive
14300,positive
14301,positive
14304,positive
14305,neutral
14307,positive
14308,neutral
14309,positive
14311,positive
14312,neutral
14313,positive
14315,neutral
14317,negative
14318,positive
14320,positive
14321,positive
14322,positive
14323,positive
14324,neutral
14326,neutral
14327,positive
14328,positive
14329,negative
14330,positive
14333,positive
14334,neutral
14335,positive
14336,neutral
14337,neutral
14339,positive
14340,positive
14342,positive
14343,positive
14344,positive
14346,positive
14347,positive
14348,positive
14349,positive
14350,positive
14351,positive
14352,positive
14353,negative
14355,negative
14359,positive
14360,neutral
14361,neutral
14362,positive
14363,positive
14364,neutral
14366,negative
14367,positive
14370,positive
14371,positive
14374,neutral
14375,positive
14376,positive
14377,positive
14378,neutral
14379,positive
14381,positive
14382,positive
14383,positive
14385,positive
14386,positive
14387,positive
14388,negative
14389,positive
14390,positive
14392,positive
14393,neutral
14394,positive
14395,positive
14396,neutral
14397,positive
14398,positive
14401,neutral
14405,positive
14407,positive
14408,positive
14409,neutral
14410,positive
14411,positive
14412,neutral
14414,positive
14415,positive
14416,positive
14417,neutral
14418,neutral
14420,neutral
14421,positive
14422,positive
14423,neutral
14426,neutral
14428,positive
14429,positive
14430,positive
14431,positive
14435,positive
14437,positive
14439,positive
14441,positive
14442,neutral
14443,neutral
14444,positive
14445,positive
14446,positive
14449,positive
14450,neutral
14452,positive
14454,positive
14455,neutral
14457,positive
14458,positive
14459,positive
14460,positive
14462,positive
14463,positive
14464,neutral
14465,positive
14466,neutral
14467,neutral
14469,positive
14470,positive
14471,positive
14474,positive
14475,neutral
14476,positive
14478,positive
14479,positive
14480,positive
14481,positive
14483,positive
14484,neutral
14485,positive
14486,neutral
14487,positive
14488,neutral
14489,neutral
14490,positive
14491,positive
14492,neutral
14493,positive
14494,neutral
14495,neutral
14496,negative
14498,positive
14499,neutral
14500,positive
14501,neutral
14502,negative
14503,positive
14504,positive
14505,neutral
14506,neutral
14507,neutral
14509,positive
14510,negative
14511,negative
14514,positive
14516,neutral
14517,negative
14518,neutral
14520,positive
14521,positive
14522,positive
14523,neutral
14524,positive
14525,positive
14529,negative
14531,positive
14533,positive
14536,positive
14537,positive
14538,positive
14540,positive
14541,neutral
14543,positive
14544,neutral
14545,positive
14546,neutral
14550,positive
14552,positive
14553,positive
14555,negative
14556,positive
14558,neutral
14560,positive
14561,positive
14562,positive
14563,positive
14565,positive
14566,positive
14568,positive
14570,neutral
14571,positive
14574,positive
14575,neutral
14576,neutral
14577,positive
14579,neutral
14580,positive
14581,positive
14583,positive
14584,neutral
14585,positive
14586,positive
14587,positive
14589,positive
14590,negative
14591,positive
14593,positive
14595,positive
14596,negative
14598,neutral
14599,neutral
14600,positive
14601,positive
14604,neutral
14605,positive
14606,positive
14607,positive
14610,positive
14612,positive
14613,positive
14615,positive
14617,positive
14619,positive
14620,positive
14621,neutral
14622,neutral
14624,positive
14626,positive
14628,neutral
14629,neutral
14630,positive
14631,positive
14632,negative
14633,positive
14634,positive
14635,positive
14636,positive
14637,neutral
14639,positive
14640,neutral
14641,positive
14642,negative
14643,positive
14644,positive
14645,neutral
14646,neutral
14647,positive
14648,positive
14652,positive
14653,positive
14654,positive
14655,neutral
14657,positive
14658,neutral
14659,positive
14660,neutral
14661,positive
14662,negative
14664,positive
14665,positive
14667,positive
14668,positive
14669,positive
14671,positive
14675,neutral
14676,positive
14678,neutral
14679,positive
14680,positive
14681,positive
14682,positive
14683,negative
14685,positive
14686,positive
14687,positive
14688,positive
14689,positive
14694,positive
14696,positive
14697,positive
14698,positive
14699,positive
14700,neutral
14701,positive
14702,positive
14703,positive
14704,positive
14705,positive
14707,positive
14708,negative
14709,positive
14710,positive
14711,positive
14712,positive
14713,positive
14714,positive
14717,positive
14718,neutral
14721,neutral
14722,neutral
14723,positive
14724,positive
14725,positive
14726,positive
14727,positive
14728,positive
14731,positive
14733,positive
14735,positive
14736,negative
14737,negative
14739,positive
14740,positive
14741,positive
14742,positive
14743,positive
14744,neutral
14747,positive
14748,neutral
14749,positive
14751,positive
14754,positive
14756,positive
14757,neutral
14758,positive
14760,positive
14761,positive
14762,positive
14765,neutral
14766,positive
14767,neutral
14768,positive
14769,positive
14770,neutral
14771,positive
14774,negative
14776,neutral
14778,neutral
14779,positive
14780,positive
14781,positive
14783,neutral
14784,positive
14786,neutral
14788,neutral
14789,positive
14791,neutral
14792,positive
14793,positive
14794,neutral
14796,neutral
14797,positive
14798,positive
14799,positive
14800,positive
14801,positive
14802,positive
14803,positive
14804,neutral
14806,neutral
14811,positive
14813,neutral
14816,positive
14817,neutral
14819,positive
14820,positive
14821,neutral
14822,positive
14823,positive
14827,positive
14829,positive
14831,positive
14832,positive
14833,positive
14834,neutral
14835,positive
14837,neutral
14838,negative
14842,positive
14844,positive
14846,positive
14847,positive
14851,neutral
14853,positive
14854,positive
14855,neutral
14857,neutral
14858,positive
14859,neutral
14860,positive
14862,positive
14863,positive
14865,positive
14866,positive
14868,positive
14869,positive
14870,positive
14871,positive
14872,positive
14873,neutral
14875,positive
14876,positive
14878,positive
14879,neutral
14880,neutral
14881,neutral
14882,neutral
14883,positive
14884,positive
14885,positive
14886,positive
14888,neutral
14889,positive
14890,positive
14891,negative
14892,positive
14893,positive
14894,positive
14896,positive
14898,positive
14899,positive
14900,neutral
14901,neutral
14903,positive
14904,positive
14905,positive
14906,neutral
14907,positive
14908,positive
14909,positive
14910,positive
14911,positive
14913,positive
14919,positive
14920,neutral
14921,positive
14923,neutral
14924,positive
14925,positive
14926,neutral
14927,positive
14930,positive
14931,neutral
14932,positive
14934,positive
14936,positive
14938,positive
14940,positive
14941,positive
14943,neutral
14944,neutral
14945,positive
14946,neutral
14947,positive
14948,positive
14949,positive
14950,positive
14953,negative
14955,neutral
14957,positive
14958,positive
14959,positive
14960,positive
14962,positive
14964,positive
14965,positive
14966,negative
14967,positive
14969,positive
14971,positive
14974,positive
14975,negative
14978,positive
14979,neutral
14980,positive
14983,positive
14984,positive
14986,positive
14988,neutral
14989,neutral
14992,positive
14994,negative
14995,negative
14996,positive
14997,neutral
14999,positive
15001,positive
15004,positive
15007,positive
15008,neutral
15010,negative
15011,positive
15014,positive
15015,positive
15016,neutral
15017,positive
15018,positive
15019,positive
15020,positive
15021,neutral
15023,positive
15025,positive
15027,neutral
15028,positive
15029,positive
15030,positive
15031,positive
15032,positive
15033,positive
15036,positive
15038,positive
15039,positive
15040,positive
15041,positive
15042,negative
15043,positive
15045,neutral
15046,positive
15047,positive
15048,positive
15049,positive
15050,neutral
15051,positive
15052,neutral
15053,positive
15055,positive
15057,positive
15058,positive
15059,positive
15060,neutral
15063,positive
15065,neutral
15066,neutral
15069,positive
15070,positive
15074,neutral
15075,positive
15076,positive
15077,neutral
15078,neutral
15079,positive
15080,neutral
15081,neutral
15083,positive
15084,negative
15086,positive
15087,neutral
15088,positive
15089,positive
15090,neutral
15091,positive
15092,neutral
15094,positive
15095,neutral
15096,positive
15098,positive
15100,positive
15101,neutral
15102,neutral
15105,neutral
15106,negative
15108,positive
15109,neutral
15110,positive
15113,positive
15114,positive
15116,neutral
15117,positive
15118,neutral
15119,positive
15120,neutral
15122,neutral
15123,positive
15124,neutral
15125,neutral
15127,positive
15128,neutral
15130,neutral
15131,neutral
15132,positive
15133,neutral
15134,positive
15136,neutral
15137,neutral
15138,positive
15139,neutral
15140,positive
15141,positive
15143,positive
15145,positive
15146,negative
15147,neutral
15150,positive
15151,positive
15153,neutral
15154,neutral
15156,positive
15158,positive
15160,neutral
15161,neutral
15162,positive
15163,positive
15164,positive
15166,neutral
15169,neutral
15170,neutral
15171,positive
15172,neutral
15173,neutral
15174,positive
15175,positive
15176,positive
15177,neutral
15178,positive
15180,neutral
15183,neutral
15185,neutral
15186,positive
15187,positive
15188,positive
15190,positive
15191,positive
15192,neutral
15194,positive
15195,positive
15197,positive
15198,positive
15199,neutral
15200,positive
15201,positive
15202,neutral
15203,neutral
15204,positive
15205,positive
15206,neutral
15207,positive
15208,neutral
15209,neutral
15210,neutral
15211,positive
15212,positive
15213,positive
15214,neutral
15215,positive
15216,neutral
15218,positive
15219,positive
15220,positive
15221,neutral
15222,neutral
15223,positive
15224,positive
15225,neutral
15226,negative
15227,positive
15229,neutral
15230,positive
15231,positive
15233,positive
15235,positive
15236,positive
15237,positive
15239,neutral
15240,positive
15241,neutral
15244,positive
15245,positive
15246,positive
15247,positive
15248,neutral
15249,neutral
15250,positive
15251,positive
15252,neutral
15254,positive
15255,positive
15257,positive
15258,neutral
15259,positive
15260,positive
15261,neutral
15262,neutral
15264,negative
15267,neutral
15268,positive
15270,positive
15271,positive
15272,neutral
15273,positive
15275,positive
15277,positive
15278,positive
15280,negative
15281,positive
15283,positive
15284,positive
15285,positive
15286,positive
15287,neutral
15288,neutral
15290,positive
15291,positive
15295,positive
15296,positive
15297,neutral
15298,negative
15299,neutral
15300,positive
15301,positive
15303,positive
15306,neutral
15307,positive
15308,positive
15309,positive
15310,positive
15311,positive
15312,positive
15316,neutral
15317,neutral
15318,neutral
15319,positive
15320,positive
15321,positive
15322,negative
15323,positive
15324,negative
15327,positive
15328,positive
15329,positive
15330,positive
15334,positive
15335,positive
15336,negative
15337,positive
15338,positive
15339,positive
15340,positive
15342,neutral
15344,positive
15345,positive
15346,positive
15347,positive
15348,positive
15349,positive
15351,positive
15352,neutral
15353,neutral
15354,positive
15356,neutral
15357,positive
15358,neutral
15359,neutral
15361,positive
15362,positive
15364,positive
15365,positive
15366,positive
15367,positive
15368,positive
15369,positive
15370,neutral
15371,negative
15372,positive
15373,positive
15374,neutral
15375,negative
15376,positive
15378,neutral
15379,positive
15381,positive
15382,positive
15383,positive
15384,neutral
15386,positive
15388,neutral
15389,positive
15390,positive
15391,positive
15392,positive
15394,positive
15395,neutral
15396,positive
15397,neutral
15398,positive
15399,positive
15400,positive
15401,neutral
15403,positive
15404,neutral
15405,neutral
15406,positive
15407,positive
15410,neutral
15411,positive
15412,neutral
15414,negative
15415,positive
15416,neutral
15418,positive
15420,positive
15421,negative
15422,neutral
15423,positive
15424,positive
15425,neutral
15426,positive
15428,negative
15430,positive
15431,negative
15432,positive
15433,positive
15434,negative
15435,neutral
15436,positive
15437,positive
15439,neutral
15440,neutral
15442,positive
15443,positive
15445,positive
15446,positive
15447,neutral
15448,positive
15449,positive
15450,positive
15451,positive
15452,positive
15453,neutral
15454,positive
15455,positive
15456,positive
15461,neutral
15466,positive
15467,positive
15468,positive
15470,positive
15471,positive
15472,positive
15473,positive
15474,positive
15476,positive
15478,positive
15479,positive
15480,neutral
15481,neutral
15482,positive
15484,neutral
15485,positive
15486,positive
15488,positive
15490,positive
15492,positive
15493,neutral
15494,neutral
15495,positive
15496,negative
15497,positive
15498,positive
15501,positive
15502,neutral
15503,positive
15504,positive
15505,positive
15506,positive
15507,positive
15508,positive
15510,neutral
15511,neutral
15513,positive
15514,positive
15517,positive
15519,positive
15520,neutral
15521,positive
15522,positive
15523,positive
15524,positive
15525,neutral
15526,positive
15527,neutral
15529,positive
15530,positive
15531,positive
15532,neutral
15533,neutral
15534,positive
15535,negative
15536,positive
15537,neutral
15538,positive
15539,positive
15540,neutral
15542,positive
15543,positive
15544,positive
15545,positive
15546,positive
15547,positive
15548,positive
15551,positive
15552,positive
15553,positive
15554,positive
15555,positive
15556,neutral
15557,positive
15558,positive
15559,positive
15560,positive
15561,positive
15565,positive
15566,positive
15567,neutral
15568,neutral
15569,positive
15570,positive
15571,positive
15574,neutral
15575,positive
15576,positive
15577,positive
15579,negative
15580,positive
15583,positive
15584,positive
15585,positive
15586,positive
15587,positive
15589,neutral
15590,positive
15591,positive
15592,neutral
15593,negative
15594,positive
15597,positive
15598,positive
15603,neutral
15604,positive
15605,positive
15606,positive
15608,positive
15609,positive
15610,neutral
15611,positive
15612,neutral
15613,positive
15614,positive
15615,neutral
15619,positive
15621,positive
15622,positive
15623,positive
15624,neutral
15626,positive
15627,positive
15628,neutral
15631,positive
15632,negative
15633,positive
15634,positive
15636,positive
15638,neutral
15640,positive
15642,neutral
15643,positive
15644,positive
15645,positive
15647,positive
15648,neutral
15649,positive
15650,neutral
15651,positive
15652,neutral
15653,neutral
15654,neutral
15655,positive
15657,neutral
15658,positive
15659,positive
15660,positive
15661,neutral
15662,positive
15665,positive
15666,positive
15667,negative
15668,positive
15669,neutral
15671,positive
15672,positive
15674,positive
15677,neutral
15678,neutral
15680,positive
15681,positive
15683,positive
15684,positive
15685,positive
15687,positive
15688,positive
15690,positive
15691,positive
15692,neutral
15693,neutral
15694,positive
15695,positive
15697,positive
15698,positive
15699,positive
15700,positive
15701,positive
15702,positive
15704,neutral
15705,positive
15706,positive
15707,positive
15708,positive
15710,neutral
15712,positive
15713,neutral
15714,neutral
15715,positive
15716,positive
15719,neutral
15720,positive
15721,positive
15723,positive
15724,positive
15725,neutral
15726,positive
15727,neutral
15728,neutral
15729,neutral
15731,neutral
15732,positive
15733,positive
15735,positive
15736,positive
15737,neutral
15739,neutral
15741,positive
15743,neutral
15744,neutral
15746,positive
15747,neutral
15749,positive
15750,positive
15751,neutral
15752,positive
15753,positive
15754,neutral
15755,neutral
15757,positive
15758,neutral
15759,neutral
15761,positive
15762,positive
15763,positive
15764,neutral
15765,positive
15767,positive
15770,positive
15773,positive
15775,positive
15777,positive
15778,positive
15779,positive
15780,positive
15781,positive
15782,positive
15784,positive
15785,neutral
15786,positive
15787,positive
15788,neutral
15789,neutral
15790,neutral
15791,positive
15792,positive
15793,positive
15794,positive
15797,neutral
15798,neutral
15799,positive
15800,positive
15801,positive
15802,positive
15803,positive
15805,positive
15806,positive
15808,neutral
15810,positive
15813,positive
15814,positive
15815,positive
15819,neutral
15820,positive
15821,neutral
15822,neutral
15823,positive
15824,positive
15825,positive
15827,positive
15828,neutral
15829,neutral
15830,positive
15831,positive
15832,positive
15833,neutral
15834,positive
15835,positive
15836,positive
15837,positive
15840,positive
15841,positive
15842,positive
15843,positive
15844,positive
15845,positive
15849,positive
15850,neutral
15852,neutral
15853,positive
15854,positive
15855,negative
15856,positive
15857,positive
15860,positive
15861,positive
15864,positive
15867,positive
15868,neutral
15869,neutral
15870,positive
15872,positive
15873,neutral
15875,positive
15876,neutral
15877,positive
15878,positive
15879,positive
15880,positive
15881,positive
15882,neutral
15884,positive
15885,positive
15886,neutral
15887,positive
15888,neutral
15889,positive
15890,positive
15892,positive
15893,positive
